,gene_ids,new_names
6765,AT2G35640,AT2G35640
6766,AT2G18270,AT2G18270
6767,AT2G22240,IPS2
6768,AT3G13910,AT3G13910
6769,AT2G47820,AT2G47820
6770,AT2G19710,AT2G19710
6771,AT4G08920,CRY1
6772,AT4G07666,AT4G07666
6773,AT5G56460,PBL16
6774,AT3G48470,EMB2423
6775,AT5G08650,AT5G08650
6776,AT1G50732,AT1G50732
6777,AT5G38197,AT5G38197
6778,AT4G21750,ATML1
6779,AT1G32570,AT1G32570
6780,AT5G14720,AT5G14720
6781,AT3G51760,AT3G51760
6782,AT3G45650,NAXT1
6783,AT1G19840,AT1G19840
6784,AT3G48350,CEP3
6785,AT1G75890,AT1G75890
6786,AT1G05835,AT1G05835
6787,AT3G53160,UGT73C7
6788,AT4G03270,CYCD6-1
6789,AT4G10250,HSP22.0
6790,AT2G22630,AGL17
6791,AT1G14580,AT1G14580
6792,AT2G34970,AT2G34970
6793,AT1G57720,AT1G57720
6794,AT5G48590,AT5G48590
6795,AT4G39020,AT4G39020
6796,AT3G17240,LPD2
6797,AT5G45690,OBAP2A
6798,AT2G44130,AT2G44130
6799,AT5G38330,PDF3.1
6800,AT4G07740,AT4G07740
6801,AT1G17630,PCMP-E72
6802,AT3G01435,AT3G01435
6803,AT2G33600,AT2G33600
6804,AT1G74870,AT1G74870
6805,AT2G37360,ABCG2
6806,AT2G17040,anac036
6807,AT1G12330,AT1G12330
6808,AT1G22810,ERF019
6809,AT1G72470,ATEXO70D1
6810,AT1G29230,CIPK18
6811,AT4G28230,AT4G28230
6812,AT4G38360,LAZ1
6813,AT5G50470,NFYC7
6814,AT1G29775,AT1G29775
6815,AT1G72830,HAP2C
6816,AT3G02350,GAUT9
6817,AT5G07480,KUOX1
6818,AT2G45860,AT2G45860
6819,AT1G18510,TET16
6820,AT2G41990,AT2G41990
6821,AT3G55030,PGPS2
6822,AT1G49560,HHO6
6823,AT5G24770,VSP2
6824,AT3G16060,KIN13B
6825,AT1G80280,AT1G80280
6826,ATCG00330,RPS14
6827,AT5G15685,AT5G15685
6828,AT2G20960,pEARLI4
6829,AT1G77020,AT1G77020
6830,AT4G30680,AT4G30680
6831,AT5G41950,HLB1
6832,AT5G20690,PRK6
6833,AT3G25770,AOC2
6834,AT5G44530,AT5G44530
6835,AT5G26000,TGG1
6836,AT3G62860,AT3G62860
6837,AT5G21105,AT5G21105
6838,AT3G08710,TRX9
6839,AT4G14180,PRD1
6840,AT1G51330,AT1G51330
6841,AT5G46670,AT5G46670
6842,AT1G33500,AT1G33500
6843,AT4G09570,CPK4
6844,AT5G67010,ERF121
6845,AT1G57750,CYP96A15
6846,AT1G69050,AT1G69050
6847,AT4G29230,anac075
6848,AT3G03260,HDG8
6849,AT1G11650,RBP45B
6850,AT3G10525,SMR1
6851,AT3G21380,JAL36
6852,AT5G18350,AT5G18350
6853,AT4G40030,AT4G40030
6854,AT1G20500,4CLL4
6855,AT4G37460,SRFR1
6856,AT5G14100,ABCI11
6857,AT5G36722,AT5G36722
6858,AT1G78670,GGH3
6859,AT1G49740,AT1G49740
6860,AT3G44713,AT3G44713
6861,AT3G20060,UBC19
6862,AT3G54930,B'EPSILON
6863,AT5G21100,AT5G21100
6864,AT3G62850,AT3G62850
6865,AT3G56450,ASNAP1
6866,AT5G12930,AT5G12930
6867,AT2G39540,AT2G39540
6868,AT4G32400,BT1
6869,AT2G32390,GLR3.5
6870,AT3G16420,PBP1
6871,AT1G53540,HSP17.6C
6872,AT3G15340,PPI2
6873,AT3G63190,RRF
6874,AT5G66360,DIM1B
6875,AT5G42840,AT5G42840
6876,AT2G21130,CYP19-2
6877,AT4G15920,SWEET17
6878,AT2G46380,AT2G46380
6879,AT5G03160,P58IPK
6880,AT3G27810,MYB21
6881,AT2G44840,ERF13
6882,AT5G66100,AT5G66100
6883,AT5G39710,EMB2745
6884,AT5G09820,PAP7
6885,AT1G27300,AT1G27300
6886,AT4G27720,AT4G27720
6887,AT1G05090,AT1G05090
6888,AT4G22920,SGR1
6889,AT4G17615,CBL1
6890,AT3G59240,AT3G59240
6891,AT1G74780,AT1G74780
6892,AT3G13220,ABCG26
6893,AT3G20750,GATA29
6894,AT1G08970,NFYC9
6895,AT2G22840,GRF1
6896,AT3G20430,AT3G20430
6897,AT5G35220,EGY1
6898,AT5G28919,AT5G28919
6899,AT1G75030,ATLP-3
6900,AT5G25995,AT5G25995
6901,AT4G32605,AT4G32605
6902,AT2G40180,PP2C5
6903,AT4G35690,AT4G35690
6904,AT4G04775,AT4G04775
6905,AT5G05260,CYP79A2
6906,AT1G66140,ZFP4
6907,AT3G27850,RPL12C
6908,AT2G24990,AT2G24990
6909,AT5G52490,FIB3
6910,AT2G36255,AT2G36255
6911,AT4G15200,AFH3
6912,AT4G38510,AT4G38510
6913,AT3G14250,AT3G14250
6914,AT2G42250,CYP712A1
6915,AT3G54960,PDIL1-3
6916,AT5G37540,AT5G37540
6917,ATCG00080,PSBI
6918,AT5G37680,ARL8C
6919,AT4G09153,LCR36
6920,AT4G19035,LCR7
6921,AT1G53950,AT1G53950
6922,AT4G17470,AT4G17470
6923,AT3G14110,FLU
6924,AT5G11840,AT5G11840
6925,AT5G11640,AT5G11640
6926,AT3G03250,UGP
6927,AT5G21920,YLMG2
6928,AT3G57062,AT3G57062
6929,AT1G48020,PMEI1
6930,AT4G17040,CLPR4
6931,AT5G01600,FER1
6932,AT1G69240,MES15
6933,AT3G18524,MSH2
6934,AT5G58060,YKT61
6935,AT3G02830,ZFN1
6936,AT1G01980,SEC1A
6937,AT4G14570,AT4G14570
6938,AT5G41370,XPB1
6939,AT2G31018,AT2G31018
6940,AT5G01300,AT5G01300
6941,AT3G06750,AT3G06750
6942,AT3G52400,SYP122
6943,AT2G02550,AT2G02550
6944,AT2G13720,AT2G13720
6945,AT3G59620,JAL39
6946,AT2G44290,YLS3
6947,AT2G36145,AT2G36145
6948,AT3G26560,AT3G26560
6949,AT3G11280,AT3G11280
6950,AT4G12720,AtNUDT7
6951,AT4G03165,AT4G03165
6952,AT3G03450,RGL2
6953,AT1G78060,BXL7
6954,AT4G22756,SMO1-2
6955,AT2G35840,SPP2
6956,AT5G22355,AT5G22355
6957,AT4G39300,AT4G39300
6958,AT1G21390,emb2170
6959,AT5G41680,AT5G41680
6960,AT3G17000,UBC32
6961,AT2G21235,AT2G21235
6962,AT4G08097,AT4G08097
6963,AT4G23040,PUX13
6964,AT5G56368,AT5G56368
6965,AT1G19290,AT1G19290
6966,AT4G35710,AT4G35710
6967,AT5G12420,AT5G12420
6968,AT1G12310,CML13
6969,AT5G18060,SAUR23
6970,AT5G46250,LARP6A
6971,AT2G05210,POT1A
6972,AT5G39860,PRE1
6973,AT5G50840,AT5G50840
6974,AT2G38680,AT2G38680
6975,AT1G20030,AT1G20030
6976,AT1G09810,ECT11
6977,AT1G06870,TPP2
6978,AT5G22794,AT5G22794
6979,AT1G33920,PP2A4
6980,AT3G63370,PCMP-H83
6981,AT5G24070,PER61
6982,AT1G21400,AT1G21400
6983,AT1G30990,AT1G30990
6984,AT4G38740,CYP18-3
6985,AT3G15640,COX5B-1
6986,AT3G07780,OBE1
6987,AT1G10680,ABCB10
6988,AT2G26780,AT2G26780
6989,AT5G14602,AT5G14602
6990,AT1G02530,ABCB12
6991,AT2G11570,AT2G11570
6992,AT4G14890,FdC2
6993,AT3G50270,AT3G50270
6994,AT1G53650,CID8
6995,AT3G06070,AT3G06070
6996,AT1G71690,AT1G71690
6997,AT4G38550,AT4G38550
6998,AT1G73490,AT1G73490
6999,AT4G39610,AT4G39610
7000,AT1G17065,AT1G17065
7001,AT3G47990,SIS3
7002,AT2G21970,Sep-02
7003,AT1G60670,AT1G60670
7004,AT3G49660,WDR5A
7005,AT1G64680,AT1G64680
7006,AT3G29305,AT3G29305
7007,AT3G29794,AT3G29794
7008,AT5G49680,KIP
7009,AT3G28760,AT3G28760
7010,AT3G49850,TRB3
7011,AT2G02980,PCMP-H26
7012,AT3G09290,TAC1
7013,AT4G10590,UBP9
7014,AT3G07080,AT3G07080
7015,AT1G05650,AT1G05650
7016,AT4G32010,VAL2
7017,AT3G52130,AT3G52130
7018,AT1G50920,AT1G50920
7019,AT1G21000,AT1G21000
7020,AT4G30170,PER45
7021,AT3G12280,RBR1
7022,AT1G08800,MYOB1
7023,AT3G60961,AT3G60961
7024,AT4G16915,AT4G16915
7025,AT2G23630,sks16
7026,AT3G62030,ROC4
7027,AT1G33540,SCPL18
7028,AT2G18770,AT2G18770
7029,AT1G67785,AT1G67785
7030,AT5G45890,SAG12
7031,AT5G06350,AT5G06350
7032,AT4G03380,AT4G03380
7033,AT5G62560,PUB41
7034,AT5G17460,AT5G17460
7035,AT4G23030,DTX49
7036,AT3G23280,XBAT35
7037,AT3G44550,FAR5
7038,AT1G51670,HTT5
7039,AT3G17540,AT3G17540
7040,AT2G16920,UBC23
7041,AT1G67860,AT1G67860
7042,AT2G14378,AT2G14378
7043,AT3G22950,ATARFC1
7044,AT5G13720,AT5G13720
7045,AT2G16870,AT2G16870
7046,AT1G47495,AT1G47495
7047,AT2G34420,LHB1B2
7048,AT4G37740,GRF2
7049,AT5G56730,AT5G56730
7050,AT5G12130,TERC
7051,AT1G14380,IQD28
7052,AT5G04895,AT5G04895
7053,AT3G20362,AT3G20362
7054,ATMG01010,ORF118
7055,ATCG00510,PSAI
7056,AT4G37520,PER50
7057,AT3G07470,AT3G07470
7058,AT3G26440,AT3G26440
7059,AT1G19260,AT1G19260
7060,AT1G52820,AT1G52820
7061,AT1G78450,AT1G78450
7062,AT3G07525,ATG10
7063,AT5G59140,AT5G59140
7064,AT1G64540,AT1G64540
7065,AT4G05632,AT4G05632
7066,ATMG01260,ORF205
7067,AT5G06130,ORLIKE
7068,AT3G49120,PER34
7069,AT2G26760,CYCB1-4
7070,AT2G47480,AT2G47480
7071,AT1G24807,AT1G24807
7072,AT4G09080,TOC75-IV
7073,AT3G63150,MIRO2
7074,AT1G53600,PCMP-E63
7075,AT3G22880,DMC1
7076,AT5G57123,AT5G57123
7077,AT1G80555,AT1G80555
7078,AT2G19802,AT2G19802
7079,AT1G29540,AT1G29540
7080,AT4G11160,AT4G11160
7081,AT5G02850,MED4
7082,AT4G24560,UBP16
7083,AT4G03020,AT4G03020
7084,AT1G60985,SCRL6
7085,AT5G18880,AT5G18880
7086,AT5G06800,AT5G06800
7087,AT5G42900,COR27
7088,AT5G62690,TUBB3
7089,AT2G34355,AT2G34355
7090,AT4G01380,AT4G01380
7091,AT3G15710,AT3G15710
7092,AT5G02680,AT5G02680
7093,AT1G03340,AT1G03340
7094,AT1G25054,LPXC5
7095,AT5G66690,UGT72E2
7096,AT5G59220,SAG113
7097,AT2G32870,AT2G32870
7098,AT1G03982,RIC8
7099,AT2G21730,CAD2
7100,AT5G12030,HSP17.7
7101,AT4G18170,WRKY28
7102,AT2G07627,AT2G07627
7103,AT5G43525,LURE1.5
7104,AT1G78900,VHA-A
7105,AT4G08840,APUM11
7106,AT3G13432,AT3G13432
7107,AT3G05936,AT3G05936
7108,AT3G19040,TAF1
7109,AT1G21440,AT1G21440
7110,AT1G64770,NDF2
7111,AT3G49970,AT3G49970
7112,AT5G20630,GER3
7113,AT5G06440,AT5G06440
7114,AT4G33920,AT4G33920
7115,AT5G10946,AT5G10946
7116,AT3G30235,AT3G30235
7117,AT1G10400,UGT90A2
7118,AT4G24600,AT4G24600
7119,AT5G64300,RIBA1
7120,AT5G24660,LSU2
7121,AT2G45890,ROPGEF4
7122,AT4G25835,AT4G25835
7123,AT1G48520,GATB
7124,AT5G50710,AT5G50710
7125,AT4G22290,AT4G22290
7126,AT1G69680,AT1G69680
7127,AT1G22480,AT1G22480
7128,AT4G39753,AT4G39753
7129,AT5G03910,ABCB29
7130,AT1G60550,MENB
7131,AT5G45560,EDR2L
7132,AT3G15635,AT3G15635
7133,AT1G16000,AT1G16000
7134,AT2G22740,SUVH6
7135,AT5G24000,AT5G24000
7136,AT1G52660,AT1G52660
7137,AT4G01680,MYB55
7138,AT2G35860,FLA16
7139,AT1G61380,SD129
7140,AT1G48095,AT1G48095
7141,AT1G24200,AT1G24200
7142,AT1G72125,NPF5.13
7143,AT5G63595,FLS4
7144,AT5G60620,GPAT9
7145,AT2G45730,AT2G45730
7146,AT1G75100,JAC1
7147,AT5G07790,AT5G07790
7148,AT5G08230,HULK1
7149,AT3G56350,MSD2
7150,AT4G30250,AT4G30250
7151,AT1G27210,TOR1L4
7152,AT4G23050,AT4G23050
7153,AT2G01820,TMK3
7154,AT3G44450,BIC2
7155,AT4G13080,XTH1
7156,AT2G30385,AT2G30385
7157,AT1G05210,AT1G05210
7158,AT5G18520,AT5G18520
7159,AT5G57569,AT5G57569
7160,AT1G23150,AT1G23150
7161,AT5G55430,AT5G55430
7162,AT1G76170,AT1G76170
7163,AT5G52410,AT5G52410
7164,AT2G35090,AT2G35090
7165,AT3G61210,AT3G61210
7166,AT4G25434,ATNUDT10
7167,AT1G72440,EDA25
7168,AT4G17950,AHL13
7169,AT2G40620,BZIP18
7170,AT3G09620,AT3G09620
7171,AT5G04250,AT5G04250
7172,AT3G30580,AT3G30580
7173,AT5G41140,AT5G41140
7174,AT3G12100,MTPC2
7175,AT5G06310,POT1B
7176,AT5G16320,FRL1
7177,AT1G06630,AT1G06630
7178,AT1G51930,AT1G51930
7179,AT2G44190,EDE1
7180,AT1G17940,AT1G17940
7181,AT4G02560,LD
7182,AT1G14450,AT1G14450
7183,AT3G09922,IPS1
7184,AT5G46700,TRN2
7185,AT3G14620,CYP72A8
7186,AT5G57520,ZFP2
7187,AT3G21810,AT3G21810
7188,AT5G24316,AT5G24316
7189,AT4G16980,AT4G16980
7190,AT1G28060,RDM16
7191,ATCG00810,RPL22
7192,AT3G44720,ADT4
7193,AT5G16210,AT5G16210
7194,AT4G21230,CRK27
7195,AT5G65687,AT5G65687
7196,AT4G39290,AT4G39290
7197,AT2G45140,PVA12
7198,AT1G09625,AT1G09625
7199,AT5G13770,AT5G13770
7200,AT2G21940,SK1
7201,AT3G06895,AT3G06895
7202,AT2G05370,AT2G05370
7203,AT5G02570,AT5G02570
7204,AT3G19280,FUT11
7205,AT5G54550,AT5G54550
7206,AT4G14385,AT4G14385
7207,AT4G15096,AT4G15096
7208,AT3G58120,BZIP61
7209,AT5G59890,ADF4
7210,AT4G13440,AT4G13440
7211,AT3G13660,DIR22
7212,AT5G08141,AtbZIP75
7213,AT5G07140,AT5G07140
7214,AT3G20570,ENODL9
7215,AT2G17410,ARID3
7216,AT4G18195,PUP8
7217,AT5G20280,SPS1
7218,AT4G08878,AT4G08878
7219,AT2G17520,IRE1A
7220,AT2G39810,HOS1
7221,AT5G64480,AT5G64480
7222,AT1G65481,AT1G65481
7223,AT5G23200,AT5G23200
7224,AT5G43175,BHLH139
7225,AT1G12950,DTX31
7226,AT1G57765,AT1G57765
7227,AT3G30160,AT3G30160
7228,AT3G04180,AT3G04180
7229,AT2G44460,BGLU28
7230,AT1G61490,AT1G61490
7231,AT4G14020,AT4G14020
7232,AT1G79200,SCI1
7233,AT1G07160,AT1G07160
7234,AT1G11925,AT1G11925
7235,AT5G18900,P4H4
7236,AT3G17570,AT3G17570
7237,AT3G27120,FIGL1
7238,AT1G80420,XRCC1
7239,AT1G05470,IP5P6
7240,AT2G30100,AT2G30100
7241,AT5G24690,AT5G24690
7242,AT3G07910,AT3G07910
7243,AT2G30540,GRXS9
7244,AT4G25140,OLEO1
7245,AT1G74230,RBG5
7246,AT4G09640,AT4G09640
7247,AT3G04580,EIN4
7248,AT1G72416,AT1G72416
7249,AT1G05055,GTF2H2
7250,AT5G46295,AT5G46295
7251,AT1G66750,CDKD-2
7252,AT3G12730,PHL12
7253,AT1G66310,AT1G66310
7254,AT1G19910,VHA-C2
7255,AT4G16740,TPS03
7256,AT1G77300,EFS
7257,AT2G07773,AT2G07773
7258,AT2G40250,AT2G40250
7259,AT4G28320,MAN5
7260,AT3G17490,AT3G17490
7261,AT1G03400,AT1G03400
7262,AT5G03350,LLP
7263,AT4G18880,HSFA4A
7264,AT5G45860,PYL11
7265,AT1G10780,AT1G10780
7266,AT4G14480,BLUS1
7267,AT2G25310,AT2G25310
7268,AT5G62030,AT5G62030
7269,AT4G25530,HDG6
7270,AT2G06850,XTH4
7271,AT1G67120,MDN1
7272,AT1G05400,AT1G05400
7273,AT3G18860,AT3G18860
7274,AT4G34610,BLH6
7275,AT3G52110,AT3G52110
7276,AT3G58150,AT3G58150
7277,AT4G33270,CDC20-1
7278,AT4G19770,AT4G19770
7279,AT1G75880,EXL1
7280,AT5G52920,PKP2
7281,AT4G30800,RPS11B
7282,AT1G17680,AT1G17680
7283,ATCG00130,ATPF
7284,AT1G22430,AT1G22430
7285,AT5G52360,ADF12
7286,AT5G43550,AT5G43550
7287,AT5G58080,ARR18
7288,AT4G10430,AT4G10430
7289,AT2G01670,NUDT17
7290,AT4G00467,AT4G00467
7291,AT5G60210,RIP5
7292,AT4G35430,AT4G35430
7293,AT3G02880,AT3G02880
7294,AT2G34590,E1-BETA-2
7295,AT5G17580,AT5G17580
7296,AT1G69920,GSTU12
7297,AT4G33467,AT4G33467
7298,AT4G32714,SCRL25
7299,AT2G27740,AT2G27740
7300,AT4G11900,AT4G11900
7301,AT5G44200,CBP20
7302,AT5G60510,AT5G60510
7303,AT4G14290,AT4G14290
7304,AT2G38830,AT2G38830
7305,AT5G48920,TED7
7306,AT5G04420,AT5G04420
7307,AT1G16460,STR2
7308,AT1G33960,AIG1
7309,AT4G11470,CRK31
7310,AT2G12190,AT2G12190
7311,AT5G44340,TUBB4
7312,AT1G62180,Apr-02
7313,AT5G60120,TOE2
7314,AT3G48620,AT3G48620
7315,AT3G47150,AT3G47150
7316,AT1G20090,ARAC4
7317,AT4G13530,AT4G13530
7318,AT1G63130,AT1G63130
7319,AT1G79520,AT1G79520
7320,AT3G27570,AT3G27570
7321,AT1G28420,RLT1
7322,AT4G28480,AT4G28480
7323,AT5G50940,AT5G50940
7324,AT5G52810,SARD4
7325,AT3G14630,CYP72A9
7326,AT3G57787,AT3G57787
7327,AT3G47490,AT3G47490
7328,AT5G48350,AT5G48350
7329,AT5G13500,HPAT3
7330,AT5G01630,BRCA2B
7331,AT5G42060,AT5G42060
7332,AT3G54600,DJ1F
7333,AT4G02800,AT4G02800
7334,AT3G26590,DTX29
7335,AT1G26770,ATEXPA10
7336,AT5G46340,RWA1
7337,AT2G31580,THG1
7338,AT4G03830,AT4G03830
7339,AT5G26742,RH3
7340,AT3G11410,PP2CA
7341,AT5G55630,TPK1
7342,AT1G31220,PUR3
7343,AT3G04490,AT3G04490
7344,AT1G20610,CYCB2-3
7345,AT3G26230,CYP71B24
7346,AT5G08505,AT5G08505
7347,AT3G20340,AT3G20340
7348,AT5G01940,AT5G01940
7349,AT2G47600,MHX
7350,AT5G52882,AT5G52882
7351,AT1G10760,GWD1
7352,AT4G21410,CRK29
7353,AT1G08370,DCP1
7354,AT2G20875,EPF1
7355,AT3G51840,ACX4
7356,AT2G42360,ATL41
7357,AT5G43930,AT5G43930
7358,AT1G71320,AT1G71320
7359,AT1G73850,AT1G73850
7360,AT2G26910,ABCG32
7361,AT5G40990,GLIP1
7362,AT1G74500,PRE3
7363,AT5G24600,AT5G24600
7364,AT1G57650,AT1G57650
7365,AT5G27710,AT5G27710
7366,AT4G05497,FBL9
7367,AT5G40500,AT5G40500
7368,AT1G26355,SP1L1
7369,AT5G24165,AT5G24165
7370,AT3G09740,SYP71
7371,AT4G28070,AT4G28070
7372,AT4G16410,AT4G16410
7373,AT2G22670,IAA8
7374,AT5G10090,TPR13
7375,AT5G11100,SYTD
7376,AT2G34186,AT2G34186
7377,AT4G34120,CBSX2
7378,AT5G49800,AT5G49800
7379,AT3G17100,BHLH147
7380,AT4G19220,PCMP-E2
7381,AT5G43980,CRRSP56
7382,AT5G16290,VAT1
7383,AT2G33030,AtRLP25
7384,AT4G27900,AT4G27900
7385,AT4G16960,AT4G16960
7386,AT3G57120,AT3G57120
7387,AT1G75500,WAT1
7388,AT4G28700,AMT1-4
7389,AT3G09780,CCR1
7390,AT2G23348,AT2G23348
7391,AT5G44640,BGLU13
7392,AT5G02150,Fes1C
7393,AT3G43400,AT3G43400
7394,AT2G42860,AT2G42860
7395,AT4G00026,TIM21
7396,AT5G25940,AT5G25940
7397,AT2G35850,AT2G35850
7398,AT4G24610,AT4G24610
7399,AT3G62400,AT3G62400
7400,AT3G59490,AT3G59490
7401,AT5G67280,RLK
7402,AT3G28060,AT3G28060
7403,AT2G18800,XTH21
7404,AT5G11920,CWINV6
7405,AT3G28956,AT3G28956
7406,AT5G50020,AT5G50020
7407,AT3G56910,PSRP5
7408,AT4G24730,AT4G24730
7409,AT3G61430,PIP1-1
7410,AT5G38396,AT5G38396
7411,AT1G09830,PUR2
7412,AT5G10490,MSL2
7413,AT4G16835,DYW10
7414,AT1G49032,AT1G49032
7415,AT4G00760,APRR8
7416,AT5G01250,AT5G01250
7417,AT3G26030,B'DELTA
7418,AT5G42720,AT5G42720
7419,AT1G47655,DOF1.6
7420,AT1G52370,AT1G52370
7421,AT2G27830,AT2G27830
7422,AT4G28380,AT4G28380
7423,AT4G17713,AT4G17713
7424,AT1G50970,AT1G50970
7425,AT1G27850,AT1G27850
7426,AT3G52770,ZPR3
7427,AT5G15240,AVT1J
7428,AT2G43260,AT2G43260
7429,AT3G25180,CYP82G1
7430,AT5G05770,WOX7
7431,AT4G07390,AT4G07390
7432,AT5G38690,AT5G38690
7433,AT1G47750,PEX11A
7434,ATMG00970,ORF117
7435,AT1G64220,TOM7-2
7436,AT3G06420,ATG8H
7437,AT4G38950,KIN7F
7438,AT5G66090,AT5G66090
7439,AT2G30320,AT2G30320
7440,AT5G45050,RRS1B
7441,AT3G56270,AT3G56270
7442,AT3G15850,ADS3
7443,AT3G50640,AT3G50640
7444,AT3G46617,AT3G46617
7445,AT1G12680,PEPKR2
7446,AT1G20910,ARID6
7447,AT4G12290,AT4G12290
7448,AT1G68740,PHO1-H1
7449,AT3G49270,AT3G49270
7450,AT5G39530,AT5G39530
7451,AT2G27820,ADT3
7452,AT5G62200,ATS3B
7453,AT3G48690,CXE12
7454,AT1G13680,AT1G13680
7455,AT2G42790,CSY3
7456,AT5G17180,AT5G17180
7457,AT2G36490,ROS1
7458,AT3G20440,SBE3
7459,AT1G28400,AT1G28400
7460,AT5G03580,AT5G03580
7461,AT2G41470,AT2G41470
7462,AT4G15248,MIP1A
7463,AT2G46630,AT2G46630
7464,AT5G22540,AT5G22540
7465,AT4G09180,BHLH81
7466,AT2G46960,CYP709B1
7467,AT5G52330,AT5G52330
7468,AT1G77030,RH29
7469,AT4G03290,CML6
7470,AT3G02710,AT3G02710
7471,AT2G26135,AT2G26135
7472,AT4G25680,AT4G25680
7473,AT5G65110,ACX2
7474,ATMG01000,ORF114
7475,AT2G30980,ASK6
7476,AT5G58920,AT5G58920
7477,AT2G01240,AT2G01240
7478,AT3G60300,AT3G60300
7479,AT5G42504,AT5G42504
7480,AT5G40720,AT5G40720
7481,AT1G78360,ATGSTU21
7482,AT4G05120,ENT3
7483,AT4G20840,AT4G20840
7484,AT2G29452,AT2G29452
7485,AT1G59650,CW14
7486,AT5G12290,DGS1
7487,AT2G47490,NDT1
7488,AT4G08170,ITPK3
7489,AT5G23520,AT5G23520
7490,AT5G65410,ZHD1
7491,AT4G00130,AT4G00130
7492,AT4G20240,CYP71A27
7493,AT5G55610,AT5G55610
7494,AT5G61412,AT5G61412
7495,AT2G06925,PLA2-ALPHA
7496,AT3G17675,AT3G17675
7497,AT5G46640,AHL8
7498,AT4G34530,BHLH63
7499,AT4G34770,AT4G34770
7500,AT2G24360,STY13
7501,AT5G38660,APE1
7502,AT2G33847,AT2G33847
7503,AT2G28150,AT2G28150
7504,AT5G28040,AT5G28040
7505,AT3G55820,AT3G55820
7506,AT4G22190,AT4G22190
7507,AT1G17880,BTF3
7508,AT2G39650,AT2G39650
7509,AT4G05018,AT4G05018
7510,AT3G16030,CES101
7511,AT5G11180,GLR2.6
7512,AT5G43200,AT5G43200
7513,AT4G24290,AT4G24290
7514,AT3G17609,HYH
7515,AT5G17140,AT5G17140
7516,AT5G10890,AT5G10890
7517,AT1G47915,AT1G47915
7518,AT5G55400,FIM3
7519,AT1G64105,ANAC027
7520,AT3G23450,AT3G23450
7521,AT5G55500,XYLT
7522,AT2G40270,AT2G40270
7523,AT5G11160,APT5
7524,AT3G19480,PGDH3
7525,AT3G25410,BASS3
7526,AT3G17600,IAA31
7527,AT3G52240,AT3G52240
7528,AT3G55672,AT3G55672
7529,AT5G16920,AT5G16920
7530,AT5G02470,DPA
7531,AT4G37409,AT4G37409
7532,AT1G25350,OVA9
7533,AT4G28390,AAC3
7534,AT3G22630,PBD1
7535,AT2G15480,UGT73B5
7536,AT3G16860,COBL8
7537,AT5G56570,AT5G56570
7538,AT2G02360,PP2B10
7539,AT3G04640,AT3G04640
7540,AT4G04925,AT4G04925
7541,AT4G11840,PLDGAMMA3
7542,AT4G22520,AT4G22520
7543,AT4G13710,AT4G13710
7544,AT1G05600,AT1G05600
7545,AT4G22060,AT4G22060
7546,AT1G78190,TRM112B
7547,AT1G73230,AT1G73230
7548,AT4G23970,AT4G23970
7549,AT2G14247,AT2G14247
7550,AT4G35180,LHT7
7551,AT5G11680,AT5G11680
7552,AT1G76690,OPR2
7553,AT3G50110,PTEN2B
7554,AT4G31030,AT4G31030
7555,AT3G55760,AT3G55760
7556,AT3G09240,AT3G09240
7557,AT1G06960,AT1G06960
7558,AT2G40860,AT2G40860
7559,AT5G24370,AT5G24370
7560,AT2G30120,AT2G30120
7561,AT3G62670,ARR20
7562,AT1G64405,AT1G64405
7563,AT1G32720,AT1G32720
7564,AT3G63050,AT3G63050
7565,AT3G09060,AT3G09060
7566,AT1G33830,IAN1
7567,AT5G24870,AT5G24870
7568,AT4G24480,AT4G24480
7569,AT3G29765,AT3G29765
7570,AT4G39756,AT4G39756
7571,AT1G80770,PDE318
7572,AT4G33890,AT4G33890
7573,AT2G30200,AT2G30200
7574,AT3G28500,RPP2C
7575,AT5G41400,AT5G41400
7576,AT5G35067,AT5G35067
7577,AT3G28857,PRE5
7578,AT5G05110,CYS7
7579,AT4G05390,RFNR1
7580,AT5G55050,AT5G55050
7581,AT1G19190,CXE1
7582,AT5G62998,AT5G62998
7583,AT1G07370,PCNA
7584,AT5G65370,AT5G65370
7585,AT5G43350,PHT1-1
7586,AT2G07678,AT2G07678
7587,AT3G10480,ANAC050
7588,AT4G17483,AT4G17483
7589,AT5G60700,AT5G60700
7590,AT3G05250,AT3G05250
7591,AT1G67570,AT1G67570
7592,AT1G31380,AT1G31380
7593,AT2G15340,AT2G15340
7594,AT2G37890,AT2G37890
7595,AT4G15475,FBL4
7596,AT2G13630,AT2G13630
7597,AT1G30400,ABCC1
7598,AT3G13810,AtIDD11
7599,AT4G13860,AT4G13860
7600,ATCG00190,RPOB
7601,AT5G63500,AT5G63500
7602,AT1G07320,RPL4
7603,AT3G48430,REF6
7604,AT1G16380,CHX1
7605,AT1G65550,NAT10
7606,AT5G52545,AT5G52545
7607,AT1G02575,AT1G02575
7608,AT5G25920,AT5G25920
7609,AT4G32040,KNAT5
7610,AT3G01060,AT3G01060
7611,AT1G02320,AT1G02320
7612,AT5G39990,GLCAT14A
7613,AT4G29900,ACA10
7614,AT5G49890,CLC-C
7615,AT4G34480,AT4G34480
7616,AT5G54215,AT5G54215
7617,AT1G63260,TET10
7618,AT4G38970,FBA2
7619,AT5G39880,AT5G39880
7620,AT4G19500,RPP2A
7621,AT1G34750,AT1G34750
7622,AT2G30600,AT2G30600
7623,AT5G11060,KNAT4
