,sample1,sample2,sample3
AT1G54870,200.5437156,0,0
AT1G54890,0,0.942286002,0.977368863
AT1G54920,1723.822577,1657.481077,1406.433794
AT1G54930,148.2743429,410.8366968,342.0791021
AT1G54940,9.600497023,157.3617623,96.75951745
AT1G08007,0,0,6.841582042
AT1G54950,0,0,0
AT1G54960,376.5528277,366.5492547,438.8386196
AT1G54980,0,0.942286002,0
AT1G54990,2064.10686,2666.669385,2155.098343
AT1G55000,928.0480456,691.6379254,925.5683134
AT1G55010,0,0,0
AT1G55020,460.8238571,371.2606847,339.1469955
AT1G55030,3.200165674,1.884572004,12.70579522
AT1G55040,535.4943895,538.9875931,656.791876
AT1G55050,221.8781534,211.0720644,291.2559212
AT1G55060,30.93493485,36.74915407,50.82318088
AT1G55070,0,6.596002013,0.977368863
AT1G55080,616.5652533,618.1396172,658.7466138
AT1G55090,1319.53498,1502.003887,1461.16645
AT1G55110,2963.353414,2028.741762,2304.635779
AT1G55120,809.6419156,604.0053272,567.8513095
AT1G55130,1653.418932,1577.386767,1700.621822
AT1G55140,904.5801639,1063.840896,911.8851493
AT1G55150,1271.532495,1369.141561,1347.791662
AT1G55160,1620.350553,1509.542175,1589.201771
AT1G55152,625.0990284,458.8932829,536.5755059
AT1G55170,433.0890879,398.5869788,423.2007177
AT1G08033,5.333609457,2.826858006,0.977368863
AT1G55175,59.73642592,25.44172205,62.55160724
AT1G55180,231.4786504,242.1675025,202.3153547
AT1G08037,533.3609457,456.0664249,548.3039322
AT1G55190,611.2316438,532.391591,659.7239826
AT1G55200,2134.510505,2612.016797,2774.750202
AT1G55205,483.2250168,717.0796474,643.108712
AT1G55207,19.20099405,16.01886203,43.00422998
AT1G55210,3659.92281,4130.039546,3622.129007
AT1G55220,0,0,0
AT1G55230,0,0,0
AT1G55250,1616.083666,1485.985025,1645.889166
AT1G55260,2943.085698,3446.882195,2461.992166
AT1G55265,299.7488515,289.2818026,288.3238146
AT1G08043,515.2266736,468.3161429,588.3760556
AT1G55270,887.5126137,843.3459717,880.6093457
AT1G08047,93.87152645,88.57488417,61.57423838
AT1G55280,119.4728518,99.8823162,122.1711079
AT1G55290,6.400331349,0.942286002,1.954737726
AT1G55300,486.4251825,483.3927189,542.4397191
AT1G55310,2138.777392,2381.156727,2861.736031
AT1G55320,477.8914074,580.4481771,482.8202184
AT1G55325,1823.027712,2204.949244,1819.860823
AT1G55330,3228.967165,4321.323604,2391.621608
AT1G55335,3228.967165,4321.323604,2391.621608
AT1G55340,2565.466149,2712.841399,2634.009086
AT1G55350,3719.659235,4470.204793,3814.670673
AT1G55360,6885.689809,8018.853876,7121.109537
AT1G55365,2.133443783,3.769144007,1.954737726
AT1G55370,485.3584606,576.6790331,355.7622662
AT1G55380,9.600497023,16.01886203,5.864213179
AT1G55390,0,16.96114803,3.909475453
AT1G55420,3.200165674,0,0
AT1G55430,0,1.884572004,0
AT1G55440,0,0,0
AT1G55450,603.7645906,422.1441288,199.3832481
AT1G55460,1232.063785,1219.318086,1210.960021
AT1G55475,216.544544,231.8023565,199.3832481
AT1G55480,1563.814293,2016.492044,1570.631763
AT1G55490,11203.78003,14416.03354,9624.151195
AT1G55500,1476.343098,1596.232487,1693.78024
AT1G55510,1062.455004,921.5557098,1125.92893
AT1G55520,1571.281346,1567.021621,1793.471864
AT1G55525,0,0,0
AT1G55530,1537.146246,1166.55007,1258.851096
AT1G55535,486.4251825,634.1584792,596.1950065
AT1G55540,1382.471571,1348.411269,1415.230114
AT1G55546,4.266887566,7.538288015,0.977368863
AT1G08057,4.266887566,7.538288015,0
AT1G55550,242.1458694,206.3606344,237.5006337
AT1G55560,26.66804729,53.71030211,4.886844316
AT1G55570,882.1790042,5.653716011,3.909475453
AT1G55580,160.0082837,225.2063544,261.9348553
AT1G55590,869.3783415,948.8820039,825.8766894
AT1G55591,0,3.769144007,8.796319768
AT1G55600,14.93410648,17.90343404,22.47948385
AT1G55610,142.9407335,226.1486404,260.9574865
AT1G55620,772.3066494,782.0973815,702.7282126
AT1G55630,390.4202123,348.6458207,353.8075285
AT1G55640,0,0,0
AT1G55650,0,4.711430009,0
AT1G08063,0,0,0
AT1G55660,3.200165674,0,0
AT1G55670,10861.3623,16279.87525,10555.58372
AT1G55673,10394.13811,15710.73451,9978.936093
AT1G55675,734.9713832,479.6235749,548.3039322
AT1G55680,2928.151592,2742.052265,2848.052867
AT1G55690,2891.883048,2700.591681,2229.378377
AT1G55700,0,10.36514602,0.977368863
AT1G55710,0,0,0
AT1G55720,0,2.826858006,0
AT1G55730,361.6187212,381.6258307,345.9885776
AT1G55740,24.5346035,18.84572004,44.95896771
AT1G55750,990.9846372,985.6311579,984.2104452
AT1G55755,218.6779877,202.5914904,180.8132397
AT1G55760,307.2159047,292.1086606,237.5006337
AT1G55770,6.400331349,5.653716011,9.773688632
AT1G55775,0,0,0
AT1G55790,0,0.942286002,4.886844316
AT1G55800,13.86738459,12.24971802,23.45685272
AT1G55803,9.600497023,18.84572004,4.886844316
AT1G55805,840.5768505,825.4425376,1068.264167
AT1G55810,1333.402364,1073.263756,1600.930198
AT1G55820,1106.190601,1229.683232,1203.141071
AT1G55830,682.7020105,761.3670895,735.958754
AT1G55840,2209.181037,2557.364209,2255.767336
AT1G55850,1398.4724,873.4991237,836.6277469
AT1G55860,4675.44205,5153.362144,4587.769444
AT1G08073,242.1458694,304.3583786,193.5190349
AT1G55865,60.80314781,66.90230613,90.89530427
AT1G55870,648.56691,604.9476132,647.0181874
AT1G55880,764.8395962,676.5613493,852.2656487
AT1G55890,1525.412305,1609.424491,1744.603421
AT1G55900,1527.545749,1395.525569,1537.401222
AT1G55910,144.0074553,128.1508963,139.7637474
AT1G55915,135.4736802,215.7834944,217.9532565
AT1G55917,9.600497023,6.596002013,2.932106589
AT1G55920,103.4720235,74.44059415,54.73265634
AT1G55928,5.333609457,13.19200403,15.63790181
AT1G55930,533.3609457,515.430443,415.3817668
AT1G55940,22.40115972,20.73029204,21.50211499
AT1G55945,3.200165674,4.711430009,4.886844316
AT1G55947,0,0,0
AT1G55950,0,0,0
AT1G55960,533.3609457,432.5092748,434.9291441
AT1G55970,776.573537,797.1739576,609.8781706
AT1G55980,465.0907447,381.6258307,388.9928075
AT1G55990,9.600497023,0.942286002,0
AT1G56000,644.3000224,739.6945114,756.4835001
AT1G56010,152.5412305,172.4383383,140.7411163
AT1G08087,3.200165674,0,0
AT1G56020,1849.69576,2361.368721,2537.249569
AT1G56030,0,16.96114803,35.18527907
AT1G56040,3.200165674,0,0.977368863
AT1G56045,6097.382331,5408.721651,6673.474598
AT1G56050,844.843738,996.93859,773.0987708
AT1G56060,6.400331349,5.653716011,7.818950905
AT1G56070,39826.06182,42306.75691,41612.45672
AT1G56080,291.2150764,248.7635045,228.704314
AT1G56085,2.133443783,4.711430009,10.75105749
AT1G56090,357.3518336,342.0498187,367.4906925
AT1G56105,516.2933955,489.046435,490.6391693
AT1G56110,12603.31915,12326.98548,13147.56595
AT1G56120,249.6129226,210.1297784,215.9985188
AT1G56130,439.4894193,365.6069687,327.4185692
AT1G56140,686.9688981,586.1018931,552.2134077
AT1G56145,733.9046613,699.1762134,710.5471635
AT1G56150,109.8723548,146.9966163,59.61950065
AT1G56160,3.200165674,7.538288015,8.796319768
AT1G56165,10.66721891,11.30743202,11.72842636
AT1G56170,824.5760221,997.880876,1004.735191
AT1G56180,1664.086151,1691.403373,1768.060273
AT1G56190,2374.52293,2548.883635,1981.126686
AT1G56200,3920.202951,3265.963282,3152.014584
AT1G56210,1515.811808,1649.942789,1857.00084
AT1G56220,14934.10648,8119.678478,12128.17022
AT1G56225,5.333609457,0.942286002,16.61527067
AT1G56230,1164.860305,1325.796405,1150.363152
AT1G56233,0,0,0
AT1G08097,0,2.826858006,0
AT1G08093,0,2.826858006,0
AT1G08103,35.20182242,21.67257804,40.07212339
AT1G08107,27.73476918,12.24971802,18.5700084
AT1G08113,39.46870998,13.19200403,21.50211499
AT1G08117,30.93493485,6.596002013,17.59263954
AT1G08123,14.93410648,7.538288015,17.59263954
AT1G56240,41.60215377,36.74915407,19.54737726
AT1G56242,41.60215377,36.74915407,19.54737726
AT1G56250,7.46705324,10.36514602,4.886844316
AT1G56260,267.7471948,213.8989224,288.3238146
AT1G56270,0,0,0
AT1G56280,19886.89622,16667.1548,17567.22795
AT1G56290,889.6460575,894.2294158,889.4056655
AT1G56300,2027.838316,1708.364521,3725.730106
AT1G56310,721.1039986,642.6390533,724.2303276
AT1G56320,196.276828,149.8234743,184.7227151
AT1G56330,4658.3745,5437.932517,4953.305398
AT1G56340,11918.48369,18410.3839,14618.50609
AT1G56345,227.2117629,203.5337764,249.2290601
AT1G56350,425.6220347,421.2018428,457.408628
AT1G56360,180.2759997,86.69031217,356.7396351
AT1G56380,0,0,0
AT1G56400,3.200165674,0,0
AT1G56410,1.066721891,41.46058408,27.36632817
AT1G56415,0,0,0
AT1G56418,0,4.711430009,2.932106589
AT1G56420,368.0190525,357.1263947,410.4949225
AT1G56423,393.6203779,481.5081469,442.748095
AT1G56430,2.133443783,2.826858006,1.954737726
AT1G56440,380.8197152,426.8555588,464.25021
AT1G56450,4728.778145,5196.7073,5397.030862
AT1G56460,628.2991941,614.3704732,573.7155227
AT1G56500,947.2490396,1238.163806,822.9445828
AT1G56510,297.6154077,150.7657603,69.39318928
AT1G56520,189.8764967,141.3429003,76.23477133
AT1G56540,58.66970403,36.74915407,33.23054135
AT1G56550,0,0,0
AT1G56555,2.133443783,0,4.886844316
AT1G56560,638.966413,568.1984591,488.6844316
AT1G56570,7036.097596,7790.820663,5504.541437
AT1G56580,6799.285336,7573.152597,5300.271345
AT1G56590,906.7136077,935.6899998,917.7493625
AT1G56600,0,0,2.932106589
AT1G56610,646.4334662,547.4681671,571.7607849
AT1G56612,692.3025075,577.6213191,620.6292281
AT1G56630,0,0,0
AT1G56650,7.46705324,60.30630412,28.34369703
AT1G56660,446.9564725,338.2806747,604.0139574
AT1G56670,48.00248512,135.6891843,60.59686952
AT1G56680,149.3410648,114.0166062,76.23477133
AT1G56690,184.5428872,186.5726284,182.7679774
AT1G56700,1436.874388,1322.969547,1535.446484
AT1G56710,97.07169212,71.61373614,115.3295259
AT1G08133,0,0,0
AT1G08137,0,0,0
AT1G56720,1637.418103,1332.392407,1559.880706
AT1G57540,552.5619398,400.4715508,513.1186532
AT1G57550,14.93410648,0,0
AT1G57560,22.40115972,8.480574017,13.68316408
AT1G57590,0,0,0
AT1G57600,551.4952179,690.6956394,648.9729251
AT1G57610,837.3766848,961.1317219,924.5909445
AT1G57613,0,0.942286002,0
AT1G57620,1378.204684,1356.891843,1368.316408
AT1G57630,3.200165674,0.942286002,0
AT1G57650,0,0.942286002,0
AT1G57660,10141.32502,9890.233875,10211.54988
AT1G57670,0,4.711430009,2.932106589
AT1G57680,3212.966337,3422.382759,3513.641063
AT1G57690,0,8.480574017,0.977368863
AT1G57700,568.5627681,666.1962033,700.7734749
AT1G08173,0,0,0
AT1G57720,15866.42141,15612.73676,16611.3612
AT1G57730,2.133443783,16.01886203,5.864213179
AT1G57750,960.0497023,1389.871853,679.2713599
AT1G57765,866.1781759,916.8442798,891.3604032
AT1G57770,339.2175615,423.0864148,271.708544
AT1G57780,3.200165674,0,0
AT1G57790,300.8155734,250.6480765,241.4101092
AT1G57800,0,0.942286002,1.954737726
AT1G57820,4557.03592,6209.664752,6891.427854
AT1G57830,0,0.942286002,0
AT1G57835,0,0,0
AT1G57850,5.333609457,0,0
AT1G57860,4446.096844,4494.704229,4519.353623
AT1G57870,1062.455004,1047.822034,841.5145912
AT1G57906,81.07086375,62.19087612,60.59686952
AT1G57943,8.533775132,10.36514602,10.75105749
AT1G57980,69.33692294,85.74802617,29.32106589
AT1G57990,549.3617741,166.7846223,151.4921738
AT1G58007,0,0,3.909475453
AT1G58025,1625.684163,1723.441097,1857.978209
AT1G58030,2470.527901,1833.68856,2053.451981
AT1G58037,0,0,0
AT1G58050,26.66804729,16.96114803,11.72842636
AT1G58055,0,0,0
AT1G58060,1347.269749,1282.451249,1315.53849
AT1G58070,24.5346035,10.36514602,15.63790181
AT1G58080,2301.985842,2712.841399,2200.057311
AT1G58090,8.533775132,4.711430009,7.818950905
AT1G58100,1476.343098,1553.829617,1636.115477
AT1G58110,1107.257323,1242.875236,1008.644667
AT1G58120,0,15.07657603,0
AT1G58150,210.1442126,211.0720644,148.5600672
AT1G58160,62.9365916,67.84459213,61.57423838
AT1G58170,249.6129226,244.0520745,104.5784684
AT1G58180,548.2950522,471.1430009,643.108712
AT1G58190,1.066721891,4.711430009,5.864213179
AT1G58200,1581.948565,1539.695327,1664.459174
AT1G58210,454.4235258,298.7046626,380.1964878
AT1G58215,107.738911,27.32629405,19.54737726
AT1G58220,918.4475485,956.4202919,952.9346416
AT1G58223,769.1064837,774.5590935,794.6008857
AT1G58225,7.46705324,2.826858006,1.954737726
AT1G58230,1563.814293,1760.190251,1384.931679
AT1G58235,1256.598388,744.4059415,1017.440987
AT1G08207,6.400331349,0,0
AT1G58250,2237.982528,2512.134481,2288.997878
AT1G58270,890.7127794,1467.139305,989.0972895
AT1G08213,32.00165674,20.73029204,21.50211499
AT1G08217,32.00165674,20.73029204,21.50211499
AT1G58280,340.2842834,501.296153,506.2770711
AT1G58290,4038.609081,4110.25154,3407.107857
AT1G58300,4.266887566,4.711430009,7.818950905
AT1G58310,97.07169212,160.1886203,147.5826983
AT1G58320,4.266887566,9.422860018,2.932106589
AT1G58330,0,1.884572004,0
AT1G08237,0,0,0
AT1G58340,22.40115972,49.9411581,25.41159044
AT1G58350,1312.067926,1243.817522,1219.756341
AT1G58360,2744.675427,2780.685991,2287.04314
AT1G58370,45.86904133,41.46058408,24.43422158
AT1G58380,2895.083213,3168.907824,3063.074017
AT1G58390,33.06837863,79.15202415,27.36632817
AT1G58400,6.400331349,11.30743202,7.818950905
AT1G58410,62.9365916,112.1320342,110.4426815
AT1G58420,69.33692294,72.55602214,57.66476293
AT1G08247,0,0,0
AT1G58430,1432.6075,480.5658609,758.4382378
AT1G58440,1448.608329,1737.575387,1621.454944
AT1G58450,1.066721891,1.884572004,1.954737726
AT1G58460,501.359289,463.6047129,488.6844316
AT1G58470,595.2308154,531.449305,653.8597695
AT1G58520,355.2183899,383.5104028,406.5854471
AT1G58525,0,0,0
AT1G58590,242.1458694,219.5526384,232.6137894
AT1G58602,1592.615784,2271.85155,919.7041002
AT1G58643,27.73476918,13.19200403,18.5700084
AT1G58684,62458.70019,66770.38609,73707.29545
AT1G58725,10.66721891,21.67257804,0
AT1G58766,0,21.67257804,0
AT1G58807,10380.27073,10861.73074,9009.386181
AT1G58808,0,3.769144007,0
AT1G58848,7308.111678,7951.95157,6116.374346
AT1G58936,23.46788161,13.19200403,18.5700084
AT1G58983,63173.40386,67926.57101,75013.06025
AT1G59030,9.600497023,21.67257804,0
AT1G59077,0,19.78800604,0
AT1G59124,10518.94457,10661.96611,8982.019852
AT1G59171,0,3.769144007,0
AT1G59218,6632.876721,7435.578841,5874.964236
AT1G59312,24.5346035,12.24971802,8.796319768
AT1G59359,62573.90615,66421.74027,73676.99701
AT1G59406,9.600497023,22.61486404,0
AT1G59453,0,21.67257804,0
AT1G59460,0,2.826858006,1.954737726
AT1G59470,0,17.90343404,1.954737726
AT1G59500,0,5.653716011,0
AT1G08253,0,0,0
AT1G59510,174.9423902,210.1297784,176.9037642
AT1G59520,840.5768505,742.5213695,816.1030007
AT1G59530,8.533775132,0,4.886844316
AT1G59540,1114.724377,974.3237259,1328.244285
AT1G59550,0,0,0
AT1G59560,496.0256795,406.1252668,471.091792
AT1G59580,757.3725429,694.4647834,688.0676797
AT1G59590,19.20099405,10.36514602,29.32106589
AT1G59600,723.2374424,788.6933835,828.808796
AT1G59610,2742.541983,2823.088862,2689.719111
AT1G08257,0,0,0
AT1G59620,404.2875969,417.4326988,217.9532565
AT1G59630,1.066721891,0,0.977368863
AT1G59640,564.2958806,491.873293,514.096022
AT1G59650,888.5793356,762.3093755,677.3166222
AT1G59660,752.0389335,723.6756494,859.1072307
AT1G59670,0,1.884572004,0
AT1G59675,0,0,0
AT1G59680,0,4.711430009,0.977368863
AT1G59690,0,2.826858006,0
AT1G59700,158.9415618,250.6480765,153.4469115
AT1G59710,648.56691,743.4636555,452.5217836
AT1G59720,297.6154077,299.6469486,241.4101092
AT1G59725,0,0,0
AT1G59730,8.533775132,0.942286002,4.886844316
AT1G59740,216.544544,20.73029204,15.63790181
AT1G59750,5573.621883,5601.890281,5651.146767
AT1G59760,1725.95602,1810.13141,2027.063022
AT1G59780,19.20099405,40.51829808,12.70579522
AT1G59790,8.533775132,25.44172205,15.63790181
AT1G59800,0,5.653716011,0
AT1G08263,0,0,1.954737726
AT1G59810,0,1.884572004,0.977368863
AT1G59820,1085.922885,1320.142689,1047.739421
AT1G59830,1789.959334,1505.773031,1802.268184
AT1G59833,0,0,0
AT1G59840,786.174034,784.9242395,640.1766054
AT1G08267,142.9407335,151.7080463,95.78214859
AT1G59850,295.4819639,288.3395166,241.4101092
AT1G08273,71.47036673,47.11430009,26.38895931
AT1G59860,6.400331349,15.07657603,10.75105749
AT1G59865,12.8006627,0,6.841582042
AT1G59870,3767.661721,3763.490291,2280.201558
AT1G59885,0,0,0.977368863
AT1G59890,1913.699073,2101.297784,1722.123937
AT1G59900,4965.590405,3891.641188,4463.643598
AT1G59910,1042.187288,907.4214198,990.0746584
AT1G59920,0,0,0
AT1G59930,0,0,0
AT1G59940,2.133443783,9.422860018,10.75105749
AT1G59950,0,0,0
AT1G59960,520.560283,808.4813896,543.4170879
AT1G59970,276.2809699,369.3761127,200.3606169
AT1G08283,71.47036673,86.69031217,28.34369703
AT1G59980,791.5076435,768.9053775,881.5867146
AT1G08287,17.06755026,8.480574017,15.63790181
AT1G08293,21.33443783,22.61486404,8.796319768
AT1G59990,1457.142104,1655.596505,1395.682737
AT1G60000,1026.18646,1194.81865,877.6772391
AT1G60010,1509.411476,1048.76432,923.6135757
AT1G60030,36.26854431,17.90343404,20.52474613
AT1G60040,0,0,0
AT1G60050,0,0,0
AT1G60060,2996.421793,1854.418852,1646.866534
AT1G60070,2630.536184,2863.60716,2701.447538
AT1G60080,748.8387678,812.2505336,922.6362068
AT1G60090,0,0,0
AT1G60110,3.200165674,2.826858006,4.886844316
AT1G08307,0,0,0
AT1G60130,1.066721891,1.884572004,2.932106589
AT1G60140,1395.272234,948.8820039,1257.873727
AT1G60160,2953.752917,3258.424994,3303.506757
AT1G60170,2628.402741,2439.578459,2973.156082
AT1G60190,5.333609457,68.78687813,14.66053295
AT1G60200,5422.147374,4519.203665,4802.790594
AT1G60220,1994.769937,1897.764008,1810.087135
AT1G60230,899.2465545,958.3048639,807.306681
AT1G60240,81.07086375,158.3040483,108.4879438
AT1G60250,0,9.422860018,2.932106589
AT1G60260,1527.545749,1762.074823,1339.972711
AT1G60270,73.60381051,185.6303424,86.98582882
AT1G60280,0,0,2.932106589
AT1G60300,44.80231944,73.49830814,64.50634497
AT1G60320,0,0,0
AT1G60340,41.60215377,88.57488417,37.1400168
AT1G60350,19.20099405,39.57601208,15.63790181
AT1G60360,0,14.13429003,2.932106589
AT1G08313,0,0.942286002,2.932106589
AT1G60370,6.400331349,0.942286002,9.773688632
AT1G60380,0,0,0
AT1G60390,797.9079748,960.1894359,550.25867
AT1G60400,0,0,0
AT1G60410,4.266887566,13.19200403,8.796319768
AT1G60420,1665.152873,1609.424491,1720.169199
AT1G08317,901.3799983,805.6545316,866.9261816
AT1G60430,348.8180585,337.3383887,361.6264794
AT1G60440,894.9796669,952.6511479,864.9714439
AT1G60450,0,2.826858006,0
AT1G60460,57.60298214,97.99774419,118.2616324
AT1G08323,22.40115972,32.03772406,60.59686952
AT1G60470,1.066721891,0,7.818950905
AT1G60490,1555.280518,1394.583283,1414.252745
AT1G60500,3.200165674,0,2.932106589
AT1G60505,620.8321408,724.6179354,539.5076125
AT1G60525,565.3626025,645.4659113,617.6971215
AT1G60530,484.2917387,541.8144511,508.2318088
AT1G60545,852.3107913,1279.624391,1173.820005
AT1G60550,1757.957677,1864.783998,1597.020722
AT1G60560,718.9705548,671.8499193,738.8908605
AT1G60570,3.200165674,0.942286002,9.773688632
AT1G08327,0,0,0
AT1G60580,0,0,0
AT1G60590,120.5395737,198.8223464,64.50634497
AT1G60600,1106.190601,1243.817522,946.0930595
AT1G60610,894.9796669,844.2882577,936.3193709
AT1G60620,680.5685667,583.2750351,647.9955563
AT1G60630,1082.72272,1619.789637,1233.439505
AT1G60640,2288.118457,2466.904753,2435.603207
AT1G60650,1068.855335,1017.668882,1164.046316
AT1G60660,806.4417499,885.7488417,849.3335421
AT1G60670,848.0439037,742.5213695,1022.327831
AT1G08333,32.00165674,23.55715005,31.27580362
AT1G60680,40.53543187,5.653716011,15.63790181
AT1G60690,405.3543187,362.7801107,324.4864626
AT1G60700,391.4869342,377.8566867,423.2007177
AT1G60710,2675.338504,2269.966978,1832.566618
AT1G60720,2.133443783,2.826858006,7.818950905
AT1G60730,178.1425559,113.0743202,123.1484768
AT1G60740,0,22.61486404,3.909475453
AT1G60750,2.133443783,5.653716011,9.773688632
AT1G60760,1.066721891,6.596002013,3.909475453
AT1G60770,1845.428872,1957.128026,1976.239841
AT1G60780,3882.867685,4138.52012,3915.339666
AT1G08337,0,0,0
AT1G08343,0,0,0
AT1G60783,0,0,0
AT1G60787,0,10.36514602,5.864213179
AT1G60790,859.7778445,1102.474622,786.7819348
AT1G60800,4577.303636,5609.428569,5073.521769
AT1G60810,1799.559831,1812.958268,1827.679774
AT1G08347,0,0,0
AT1G60820,0,0,0
AT1G60830,11.73394081,1.884572004,11.72842636
AT1G60850,880.0455604,969.6122959,1038.943102
AT1G60860,2562.265983,3535.457079,3564.464244
AT1G60870,2121.709842,2191.75724,1762.19606
AT1G60880,1.066721891,3.769144007,1.954737726
AT1G60890,1605.416447,1760.190251,1446.505917
AT1G60900,4632.773175,4495.646515,4665.958953
AT1G08353,0,0,0
AT1G60913,0,0,0
AT1G60920,5.333609457,0.942286002,2.932106589
AT1G60930,389.3534904,382.5681167,403.6533405
AT1G60940,1562.747571,1462.427875,1445.528549
AT1G60950,10909.36478,14140.88603,9464.840071
AT1G60960,656.0339632,769.8476635,693.9318928
AT1G60970,6.400331349,12.24971802,15.63790181
AT1G60980,0,0,0
AT1G60985,0,0,0
AT1G60987,0,0,3.909475453
AT1G60990,792.5743653,843.3459717,775.0535085
AT1G60989,356.2851117,374.0875427,309.8259296
AT1G60995,844.843738,942.2860018,800.4650989
AT1G61000,685.9021762,794.3470996,906.998305
AT1G61010,1976.635665,1951.47431,2267.495763
AT1G61020,0,1.884572004,0
AT1G61030,698.7028389,734.0407954,694.9092617
AT1G61040,1543.546577,1408.717573,1357.565351
AT1G61050,11.73394081,41.46058408,24.43422158
AT1G61060,0,0,1.954737726
AT1G61065,433.0890879,404.2406948,490.6391693
AT1G61070,1096.590104,988.4580159,1457.256975
AT1G61080,35.20182242,48.9988721,14.66053295
AT1G61090,0,0,0
AT1G61100,1853.962647,2196.46867,1927.371398
AT1G61110,52.26937268,6.596002013,84.05372223
AT1G08357,0,3.769144007,1.954737726
AT1G61120,14.93410648,7.538288015,24.43422158
AT1G61130,16.00082837,14.13429003,3.909475453
AT1G61140,862.9780102,1015.78431,871.8130259
AT1G61150,2036.372091,2103.182356,2093.524105
AT1G61160,19.20099405,36.74915407,24.43422158
AT1G61165,1.066721891,0,0
AT1G61170,634.6995254,818.8465356,587.3986868
AT1G61180,1212.862791,1291.874109,1121.042086
AT1G61190,425.6220347,702.0030714,370.4227991
AT1G61200,0,4.711430009,0
AT1G61210,773.3733713,1047.822034,863.994075
AT1G61215,248.5462007,260.0709365,273.6632817
AT1G61224,2.133443783,0,0
AT1G61226,2.133443783,0,0
AT1G61230,0,42.40287008,0
AT1G08363,0,0,0
AT1G61240,931.2482112,1095.87862,830.7635337
AT1G61250,2454.527072,2335.926999,2388.689502
AT1G61255,13.86738459,23.55715005,12.70579522
AT1G61260,123.7397394,141.3429003,153.4469115
AT1G61270,0,0,0
AT1G61275,16.00082837,19.78800604,22.47948385
AT1G61280,194.1433842,238.3983585,275.6180194
AT1G61290,85.33775132,105.5360322,146.6053295
AT1G61300,94.93824834,106.4783182,72.32529587
AT1G08377,0,0,0
AT1G61310,516.2933955,663.3693453,535.598137
AT1G61320,2.133443783,1.884572004,0
AT1G08383,0,0,0
AT1G61330,0,0,0
AT1G61340,178.1425559,121.5548942,347.9433153
AT1G61350,580.2967089,541.8144511,444.7028327
AT1G61360,532.2942238,386.3372608,394.8570207
AT1G61370,185.6096091,195.9954884,155.4016492
AT1G61380,505.6261765,497.527009,372.3775369
AT1G61390,44.80231944,42.40287008,27.36632817
AT1G61400,198.4102718,205.4183484,215.0211499
AT1G61410,54.40281646,56.53716011,42.02686112
AT1G61415,124.8064613,127.2086102,138.7863786
AT1G61420,514.1599517,381.6258307,327.4185692
AT1G08387,219.7447096,146.9966163,117.2842636
AT1G61430,518.4268392,507.892155,496.5033825
AT1G61440,36.26854431,30.15315206,43.00422998
AT1G61450,574.9630995,384.4526888,638.2218676
AT1G61460,182.4094434,157.3617623,129.0126899
AT1G61470,48.00248512,97.05545819,57.66476293
AT1G61475,1.066721891,8.480574017,0
AT1G61480,0,0,1.954737726
AT1G61490,269.8806385,261.0132225,279.5274949
AT1G61500,521.6270049,398.5869788,423.2007177
AT1G61520,8465.504931,12809.43591,10827.29227
AT1G61540,0,1.884572004,5.864213179
AT1G61550,1.066721891,1.884572004,4.886844316
AT1G61560,12.8006627,16.96114803,14.66053295
AT1G61562,7.46705324,14.13429003,12.70579522
AT1G61563,2122.776564,55.59487411,1.954737726
AT1G61565,3404.976277,117.7857502,13.68316408
AT1G61566,1533.94608,64.07544813,11.72842636
AT1G61570,2320.120114,2166.315518,2673.103841
AT1G61575,0,0.942286002,1.954737726
AT1G61580,1335.535808,1339.930695,1450.415393
AT1G61590,105.6054673,29.21086606,47.89107429
AT1G08393,9.600497023,6.596002013,3.909475453
AT1G61600,182.4094434,170.5537663,160.2884936
AT1G61610,2.133443783,6.596002013,2.932106589
AT1G61620,1752.624068,1607.539919,1683.029182
AT1G08397,2.133443783,20.73029204,13.68316408
AT1G08403,1.066721891,25.44172205,6.841582042
AT1G08413,11.73394081,32.03772406,10.75105749
AT1G08417,6.400331349,2.826858006,0
AT1G61630,7.46705324,42.40287008,33.23054135
AT1G61640,618.698697,648.2927693,503.3449645
AT1G61660,414.9548158,378.7989727,198.4058792
AT1G61667,68.27020105,87.63259817,56.68739406
AT1G61670,1357.936968,1411.544431,1406.433794
AT1G08427,530.16078,516.372729,540.4849813
AT1G61680,245.346035,188.4572004,313.7354051
AT1G61688,0,0,0
AT1G61690,1343.002861,1273.970674,1121.042086
AT1G61700,60.80314781,38.63372608,24.43422158
AT1G61710,0,0,0
AT1G61720,0,0.942286002,2.932106589
AT1G61730,3016.689509,3455.362769,3609.423212
AT1G61732,3.200165674,0,0
AT1G61740,1239.530838,1683.865085,916.7719936
AT1G61760,30.93493485,48.9988721,17.59263954
AT1G61770,1530.745914,1251.35581,1237.348981
AT1G61780,1353.67008,1137.339204,1465.075926
AT1G61790,3271.636041,3824.738881,3231.181462
AT1G61795,66.13675727,66.90230613,74.2800336
AT1G61800,40.53543187,16.01886203,4.886844316
AT1G61810,326.4168988,336.3961027,143.6732229
AT1G08433,0,0,0
AT1G61820,241.0791475,262.8977945,309.8259296
AT1G61840,1.066721891,0,0.977368863
AT1G61850,1181.927856,1121.320342,1117.132611
AT1G61860,103.4720235,76.32516615,59.61950065
AT1G61870,2175.045937,2825.91572,2595.891701
AT1G08443,0,0.942286002,1.954737726
